,original_index,item_number,document_number,volume,start_page,page_length,agency,title,action_FR_coded,phase,action,joint,publication_date,html_url,REG_DOT_GOV_DOCNO,RIN,identifier,URL,coded_on_sheet
685,263,3,2013-08830,78,23637,30,SEC,Identity Theft Red Flags Rules,Joint final rules and guidelines.,FINAL,Issuance,Yes,4/19/13,https://www.federalregister.gov/documents/2013/04/19/2013-08830/identity-theft-red-flags-rules,SEC-2013-0757-0001,,S7-02-12,https://www.sec.gov/comments/s7-02-12/s70212.shtml,Documents
686,264,0,2012-29430,77,72712,4,FTC,"Identity Theft Red Flags and Address Discrepancies Under the Fair and Accurate Credit Transactions Act of 2003, as Amended by the Red Flag Program Clarification Act of 2010",Interim final rule; request for comment.,INTERIM-FINAL,Issuance,No,12/6/12,https://www.federalregister.gov/documents/2012/12/06/2012-29430/identity-theft-red-flags-and-address-discrepancies-under-the-fair-and-accurate-credit-transactions,FTC-2012-0105-0001,3084-AA94,FTC-2012-0105,https://www.regulations.gov/docket?D=FTC-2012-0105,Dockets
687,265,0,2014-03264,79,9645,3,FRS,Identity Theft Red Flags (Regulation V),Notice of proposed rulemaking; request for public comment.,NPR,Issuance,No,2/20/14,https://www.federalregister.gov/documents/2014/02/20/2014-03264/identity-theft-red-flags-regulation-v,FRS-2014-0049-0001,7100-AE14,R-1484,https://web.archive.org/web/20170223164907/http://federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1484&doc_ver=1,Documents
688,265,1,2014-12358,79,30709,3,FRS,Identity Theft Red Flags (Regulation V),Final rule.,FINAL,Issuance,No,5/29/14,https://www.federalregister.gov/documents/2014/05/29/2014-12358/identity-theft-red-flags-regulation-v,FRS-2014-0152-0001,7100-AE14,R-1484,https://web.archive.org/web/20170223164907/http://federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1484&doc_ver=1,Documents
689,266,0,2011-31733,76,78121,6,CFPB,Fair Debt Collection Practices Act (Regulation F),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/16/11,https://www.federalregister.gov/documents/2011/12/16/2011-31733/fair-debt-collection-practices-act-regulation-f,CFPB-2011-0022-0001,3170-AA06,CFPB-2011-0022,https://www.regulations.gov/docket?D=CFPB-2011-0022,Dockets
690,267,0,2013-26875,78,67847,34,CFPB,Debt Collection (Regulation F),Advance notice of proposed rulemaking.,ANPR,Issuance,No,11/12/13,https://www.federalregister.gov/documents/2013/11/12/2013-26875/debt-collection-regulation-f,CFPB-2013-0033-0001,3170-AA41,CFPB-2013-0033,https://www.regulations.gov/docket?D=CFPB-2013-0033,Dockets
691,267,0,2014-00453,79,2384,1,CFPB,Debt Collection (Regulation F),Advance notice of proposed rulemaking; extension of comment period.,ANPR,Extension,No,1/14/14,https://www.federalregister.gov/documents/2014/01/14/2014-00453/debt-collection-regulation-f,CFPB-2013-0033-0061,3170-AA41,CFPB-2013-0033,https://www.regulations.gov/docket?D=CFPB-2013-0033,Dockets
692,268,0,2011-31892,76,77470,3,CFPB,"Privacy Act of 1974, as Amended",Notice of proposed Privacy Act System of Records.,NPR,Issuance,No,12/13/11,https://www.federalregister.gov/documents/2011/12/13/2011-31892/privacy-act-of-1974-as-amended,CFPB-2011-0024-0001,3170-AA06,CFPB-2011-0024,https://www.regulations.gov/docket?D=CFPB-2011-0024,Dockets
693,268,0,2011-31732,76,78126,5,CFPB,Disclosure Requirements for Depository Institutions Lacking Federal Deposit Insurance (Regulation I),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/16/11,https://www.federalregister.gov/documents/2011/12/16/2011-31732/disclosure-requirements-for-depository-institutions-lacking-federal-deposit-insurance-regulation-i,CFPB-2011-0024-0002,3170-AA06,CFPB-2011-0024,https://www.regulations.gov/docket?D=CFPB-2011-0024,Dockets
694,269,0,2011-31729,76,79025,26,CFPB,Privacy of Consumer Financial Information (Regulation P),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/21/11,https://www.federalregister.gov/documents/2011/12/21/2011-31729/privacy-of-consumer-financial-information-regulation-p,CFPB-2011-0028-0001,3170-AA06,CFPB-2011-0028,https://www.regulations.gov/docket?D=CFPB-2011-0028,Dockets
695,270,0,2010-26912,75,66014,5,CFTC,Privacy of Consumer Financial Information; Conforming Amendments Under Dodd-Frank Act,Notice of proposed rulemaking.,NPR,Issuance,No,10/27/10,https://www.federalregister.gov/documents/2010/10/27/2010-26912/privacy-of-consumer-financial-information-conforming-amendments-under-dodd-frank-act,,3038-AD13,3038-AD13,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=877,Dockets
696,270,0,2011-17710,76,43874,6,CFTC,Privacy of Consumer Financial Information; Conforming Amendments Under Dodd-Frank Act,Final rule.,FINAL,Issuance,No,7/22/11,https://www.federalregister.gov/documents/2011/07/22/2011-17710/privacy-of-consumer-financial-information-conforming-amendments-under-dodd-frank-act,,3038-AD13,3038-AD13,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=877,Dockets
697,271,0,2014-03267,79,8904,2,FRS,Privacy of Consumer Information (Regulation P),Notice of proposed rulemaking; request for public comment.,NPR,Issuance,No,2/14/14,https://www.federalregister.gov/documents/2014/02/14/2014-03267/privacy-of-consumer-information-regulation-p,,7100 AE13,R-1438_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1483&doc_ver=1,Dockets
698,271,0,2014-12357,79,30708,2,FRS,Privacy of Consumer Information (Regulation P),Final rule.,FINAL,Issuance,No,5/29/14,https://www.federalregister.gov/documents/2014/05/29/2014-12357/privacy-of-consumer-information-regulation-p,,7100 AE13,R-1438_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1483&doc_ver=1,Dockets
699,272,0,2014-10713,79,27214,17,CFPB,Amendment to the Annual Privacy Notice Requirement Under the Gramm-Leach-Bliley Act (Regulation P),Proposed rule with request for comment.,NPR,Issuance,No,5/13/14,https://www.federalregister.gov/documents/2014/05/13/2014-10713/amendment-to-the-annual-privacy-notice-requirement-under-the-gramm-leach-bliley-act-regulation-p,CFPB-2014-0010-0001,3170-AA39,CFPB-2014-0010,https://www.regulations.gov/docket?D=CFPB-2014-0010,Dockets
700,272,0,2014-12148,79,30485,1,CFPB,Amendment to the Annual Privacy Notice Requirement Under the Gramm-Leach-Bliley Act (Regulation P),Proposed rule; extension of comment period.,NPR,Extension,No,5/28/14,https://www.federalregister.gov/documents/2014/05/28/2014-12148/amendment-to-the-annual-privacy-notice-requirement-under-the-gramm-leach-bliley-act-regulation-p,CFPB-2014-0010-0126,3170-AA39,CFPB-2014-0010,https://www.regulations.gov/docket?D=CFPB-2014-0010,Dockets
701,272,0,2014-25299,79,64057,26,CFPB,Amendment to the Annual Privacy Notice Requirement Under the Gramm-Leach-Bliley Act (Regulation P),Final rule.,FINAL,Issuance,No,10/28/14,https://www.federalregister.gov/documents/2014/10/28/2014-25299/amendment-to-the-annual-privacy-notice-requirement-under-the-gramm-leach-bliley-act-regulation-p,CFPB-2014-0010-0128,3170-AA39,CFPB-2014-0010,https://www.regulations.gov/docket?D=CFPB-2014-0010,Dockets
702,273,0,2011-31712,76,78465,19,CFPB,Home Mortgage Disclosure (Regulation C),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/19/11,https://www.federalregister.gov/documents/2011/12/19/2011-31712/home-mortgage-disclosure-regulation-c,CFPB-2011-0020-0001,3170-AA06,CFPB-2011-0020,https://www.regulations.gov/docket?D=CFPB-2011-0020,Dockets
703,273,0,2012-3460,77,8721,2,CFPB,Home Mortgage Disclosure (Regulation C),Final rule; official commentary.,FINAL,Issuance,No,2/15/12,https://www.federalregister.gov/documents/2012/02/15/2012-3460/home-mortgage-disclosure-regulation-c,CFPB-2011-0020-0007,3170-AA06,CFPB-2011-0020,https://www.regulations.gov/docket?D=CFPB-2011-0020,Dockets
704,273,1,2014-18353,79,51731,151,CFPB,Home Mortgage Disclosure (Regulation C),Proposed rule with request for public comment.,NPR,Issuance,No,8/29/14,https://www.federalregister.gov/documents/2014/08/29/2014-18353/home-mortgage-disclosure-regulation-c,CFPB-2014-0019-0001,3170-AA10,CFPB-2014-0019,https://www.regulations.gov/docket?D=CFPB-2014-0019,Dockets
705,273,1,2015-26607,80,66127,214,CFPB,Home Mortgage Disclosure (Regulation C),Final rule; official interpretations.,FINAL,Issuance,No,10/28/15,https://www.federalregister.gov/documents/2015/10/28/2015-26607/home-mortgage-disclosure-regulation-c,CFPB-2014-0019-0422,3170-AA10,CFPB-2014-0019,https://www.regulations.gov/docket?D=CFPB-2014-0019,Dockets
706,273,1,C1-2015-26607,80,69567,1,CFPB,Home Mortgage Disclosure (Regulation C),,,,,11/10/15,https://www.federalregister.gov/documents/2015/11/10/C1-2015-26607/home-mortgage-disclosure-regulation-c,CFPB-2014-0019-0423,3170-AA10,CFPB-2014-0019,https://www.regulations.gov/docket?D=CFPB-2014-0019,Dockets
707,273,2,2017-15220,82,33455,11,CFPB,Home Mortgage Disclosure (Regulation C) Temporary Increase in Institutional and Transactional Coverage Thresholds for Open-End Lines of Credit,Proposed rule with request for public comment.,NPR,Issuance,No,7/20/17,https://www.federalregister.gov/documents/2017/07/20/2017-15220/home-mortgage-disclosure-regulation-c-temporary-increase-in-institutional-and-transactional-coverage,CFPB-2017-0021-0001,3170-AA76,CFPB-2017-0021,https://www.regulations.gov/docket?D=CFPB-2017-0021,Dockets
708,273,2,2017-18284,82,43088,62,CFPB,Home Mortgage Disclosure (Regulation C),Final rule.,FINAL,Issuance,No,9/13/17,https://www.federalregister.gov/documents/2017/09/13/2017-18284/home-mortgage-disclosure-regulation-c,CFPB-2017-0021-0038,3170-AA76,CFPB-2017-0021,https://www.regulations.gov/docket?D=CFPB-2017-0021,Dockets
709,275,0,2011-31731,76,78130,9,CFPB,Mortgage Acts and Practices-Advertising (Regulation N); Mortgage Assistance Relief Services (Regulation O),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/16/11,https://www.federalregister.gov/documents/2011/12/16/2011-31731/mortgage-acts-and-practices-advertising-regulation-n-mortgage-assistance-relief-services-regulation,CFPB-2011-0027-0001,3170-AA06,CFPB-2011-0027,https://www.regulations.gov/docket?D=CFPB-2011-0027,Dockets
710,276,0,2011-31722,76,78977,41,CFPB,Real Estate Settlement Procedures Act (Regulation X),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/20/11,https://www.federalregister.gov/documents/2011/12/20/2011-31722/real-estate-settlement-procedures-act-regulation-x,CFPB-2011-0030-0001,3170-AA06,CFPB-2011-0030,https://www.regulations.gov/docket?D=CFPB-2011-0030,Dockets
711,277,0,2011-31713,76,79485,43,CFPB,"Interstate Land Sales Registration Program (Regulations J, K, and L)",Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/21/11,https://www.federalregister.gov/documents/2011/12/21/2011-31713/interstate-land-sales-registration-program-regulations-j-k-and-l,CFPB-2011-0025-0001,3170-AA06,CFPB-2011-0025,https://www.regulations.gov/docket?D=CFPB-2011-0025,Dockets
712,277,0,2012-10602,77,26154,1,CFPB,"Interstate Land Sales Registration Program, Special Rules of Practice; Correction",Correcting amendments.,Unclassified,Correction,No,5/3/12,https://www.federalregister.gov/documents/2012/05/03/2012-10602/interstate-land-sales-registration-program-special-rules-of-practice-correction,CFPB-2011-0025-0008,3170-AA06,CFPB-2011-0025,https://www.regulations.gov/docket?D=CFPB-2011-0025,Dockets
713,278,0,E9-29708,74,66547,16,HUD,SAFE Mortgage Licensing Act: HUD Responsibilities Under the SAFE Act,Proposed rule.,NPR,Issuance,No,12/15/09,https://www.federalregister.gov/documents/2009/12/15/E9-29708/safe-mortgage-licensing-act-hud-responsibilities-under-the-safe-act,HUD-2009-0155-0001,2502-A170,HUD-2009-0155,https://www.regulations.gov/docket?D=HUD-2009-0155,Dockets
714,278,0,2010-3087,75,7149,1,HUD,SAFE Mortgage Licensing Act: HUD Responsibilities Under the SAFE Act; Extension of Public Comment Deadline,Proposed rule.,NPR,Issuance,No,2/17/10,https://www.federalregister.gov/documents/2010/02/17/2010-3087/safe-mortgage-licensing-act-hud-responsibilities-under-the-safe-act-extension-of-public-comment,HUD-2009-0155-0155,2502-A170,HUD-2009-0155,https://www.regulations.gov/docket?D=HUD-2009-0155,Dockets
715,278,0,2011-15672,76,38463,39,HUD,SAFE Mortgage Licensing Act: Minimum Licensing Standards and Oversight Responsibilities,Final rule.,FINAL,Issuance,No,6/30/11,https://www.federalregister.gov/documents/2011/06/30/2011-15672/safe-mortgage-licensing-act-minimum-licensing-standards-and-oversight-responsibilities,HUD-2009-0155-4908,2502-A170,HUD-2009-0155,https://www.regulations.gov/docket?D=HUD-2009-0155,Dockets
716,279,0,2011-31153,76,76628,6,CFPB,Disclosure of Certain Credit Card Complaint Data,Notice of proposed policy statement with request for comment.,NPR,Issuance,No,12/8/11,https://www.federalregister.gov/documents/2011/12/08/2011-31153/disclosure-of-certain-credit-card-complaint-data,CFPB-2011-0023-0001,3170-AA06,CFPB-2011-0023,https://www.regulations.gov/docket?D=CFPB-2011-0023,Dockets
717,279,0,2011-31730,76,78483,17,CFPB,S.A.F.E. Mortgage Licensing Act (Regulations G & H),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/19/11,https://www.federalregister.gov/documents/2011/12/19/2011-31730/safe-mortgage-licensing-act-regulations-g-and-h,CFPB-2011-0023-0002,3170-AA06,CFPB-2011-0023,https://www.regulations.gov/docket?D=CFPB-2011-0023,Dockets
718,280,0,2011-31715,76,79767,314,CFPB,Truth in Lending (Regulation Z),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/22/11,https://www.federalregister.gov/documents/2011/12/22/2011-31715/truth-in-lending-regulation-z,CFPB-2011-0031-0001,3170-AA06,CFPB-2011-0031,https://www.regulations.gov/docket?D=CFPB-2011-0031,Dockets
719,281,0,2011-31727,76,79275,31,CFPB,Truth in Savings (Regulation DD),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/21/11,https://www.federalregister.gov/documents/2011/12/21/2011-31727/truth-in-savings-regulation-dd,CFPB-2011-0032-0001,3170-AA06,CFPB-2011-0032,https://www.regulations.gov/docket?D=CFPB-2011-0032,Dockets
720,282,0,2014-03266,79,9647,3,FRS,Truth in Savings (Regulation DD),Notice of proposed rulemaking; request for public comment.,NPR,Issuance,No,2/20/14,https://www.federalregister.gov/documents/2014/02/20/2014-03266/truth-in-savings-regulation-dd,,7100 AE12,R-1482_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1482&doc_ver=1,Dockets
721,282,0,2014-12356,79,30711,3,FRS,Truth in Savings (Regulation DD),Final rule.,FINAL,Issuance,No,5/29/14,https://www.federalregister.gov/documents/2014/05/29/2014-12356/truth-in-savings-regulation-dd,,7100 AE12,R-1482_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1482&doc_ver=1,Dockets
722,283,0,2010-31530,75,78632,5,FRS,Consumer Leasing,Proposed rule; request for public comment.,NPR,Issuance,No,12/16/10,https://www.federalregister.gov/documents/2010/12/16/2010-31530/consumer-leasing,,7100-AD60,R-1400_V1,https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1400&doc_ver=1,Dockets
723,283,0,2011-7377,76,18349,6,FRS,Consumer Leasing,Final rule.,FINAL,Issuance,No,4/4/11,https://www.federalregister.gov/documents/2011/04/04/2011-7377/consumer-leasing,,7100-AD60,R-1400_V1,https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1400&doc_ver=1,Dockets
724,283,1,2016-18059,81,51400,5,FRS,Consumer Leasing (Regulation M),Proposed rule; official interpretations.,NPR,Issuance,No,8/4/16,https://www.federalregister.gov/documents/2016/08/04/2016-18059/consumer-leasing-regulation-m,,7100 AE56,R-1545_V1,https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1545&doc_ver=1,Dockets
725,283,1,2016-28710,81,86256,5,FRS,Consumer Leasing (Regulation M),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/30/16,https://www.federalregister.gov/documents/2016/11/30/2016-28710/consumer-leasing-regulation-m,,7100 AE56,R-1545_V1,https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1545&doc_ver=1,Dockets
726,283,2,2012-27996,77,69735,2,CFPB,Consumer Leasing (Regulation M),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/21/12,https://www.federalregister.gov/documents/2012/11/21/2012-27996/consumer-leasing-regulation-m,CFPB-2012-0042-0001,,CFPB-2012-0042,https://www.regulations.gov/docket?D=CFPB-2012-0042,Dockets
727,283,3,2013-28194,78,70193,2,CFPB,Consumer Leasing (Regulation M),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/25/13,https://www.federalregister.gov/documents/2013/11/25/2013-28194/consumer-leasing-regulation-m,CFPB-2013-0034-0003,,CFPB-2013-0034,https://www.regulations.gov/docket?D=CFPB-2013-0034,Dockets
728,283,4,2016-18059,81,51400,5,CFPB,Consumer Leasing (Regulation M),Proposed rule; official interpretations.,NPR,Issuance,No,8/4/16,https://www.federalregister.gov/documents/2016/08/04/2016-18059/consumer-leasing-regulation-m,CFPB-2016-0036-0001,3170-AA68,CFPB-2016-0036,https://www.regulations.gov/docket?D=CFPB-2016-0036,Dockets
729,283,4,2016-28710,81,86256,5,CFPB,Consumer Leasing (Regulation M),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/30/16,https://www.federalregister.gov/documents/2016/11/30/2016-28710/consumer-leasing-regulation-m,CFPB-2016-0036-0004,3170-AA68,CFPB-2016-0036,https://www.regulations.gov/docket?D=CFPB-2016-0036,Dockets
730,283,4,2016-28699,81,86250,7,CFPB,Appraisals for Higher-Priced Mortgage Loans Exemption Threshold,"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/30/16,https://www.federalregister.gov/documents/2016/11/30/2016-28699/appraisals-for-higher-priced-mortgage-loans-exemption-threshold,CFPB-2016-0036-0003,3170-AA68,CFPB-2016-0036,https://www.regulations.gov/docket?D=CFPB-2016-0036,Dockets
731,283,5,2017-24411,82,51975,3,CFPB,Consumer Leasing (Regulation M),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/9/17,https://www.federalregister.gov/documents/2017/11/09/2017-24411/consumer-leasing-regulation-m,CFPB-2017-0026-0001,,CFPB-2017-0026,https://www.regulations.gov/docket?D=CFPB-2017-0026,Dockets
732,284,0,2010-31529,75,78636,10,FRS,Truth in Lending,Proposed rule; request for public comment.,NPR,Issuance,No,12/16/10,https://www.federalregister.gov/documents/2010/12/16/2010-31529/truth-in-lending,,7100-AD59,R-1399_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1399&doc_ver=1,Dockets
733,284,0,2011-7376,76,18354,12,FRS,Truth in Lending,Final rule.,FINAL,Issuance,No,4/4/11,https://www.federalregister.gov/documents/2011/04/04/2011-7376/truth-in-lending,,7100-AD59,R-1399_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1399&doc_ver=1,Dockets
734,284,1,2016-18062,81,51404,9,FRS,Truth in Lending (Regulation Z),Proposed rule; official interpretations.,NPR,Issuance,No,8/4/16,https://www.federalregister.gov/documents/2016/08/04/2016-18062/truth-in-lending-regulation-z,,7100 AE57,R-1546_V1,https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1546&doc_ver=1,Dockets
735,284,1,2016-28718,81,86260,9,FRS,Truth in Lending (Regulation Z),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/30/16,https://www.federalregister.gov/documents/2016/11/30/2016-28718/truth-in-lending-regulation-z,,7100 AE57,R-1546_V1,https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1546&doc_ver=1,Dockets
736,284,2,2012-27993,77,69736,3,CFPB,Truth in Lending (Regulation Z),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/21/12,https://www.federalregister.gov/documents/2012/11/21/2012-27993/truth-in-lending-regulation-z,CFPB-2012-0043-0001,,CFPB-2012-0043,https://www.regulations.gov/docket?D=CFPB-2012-0043,Dockets
737,284,3,2013-31225,78,79286,2,CFPB,Truth in Lending (Regulation Z): Adjustment to Asset-Size Exemption Threshold,Final rule; official commentary.,FINAL,Issuance,No,12/30/13,https://www.federalregister.gov/documents/2013/12/30/2013-31225/truth-in-lending-regulation-z-adjustment-to-asset-size-exemption-threshold,CFPB-2013-0035-0001,,CFPB-2013-0035,https://www.regulations.gov/docket?D=CFPB-2013-0035,Dockets
738,284,3,2013-29844,78,76033,3,CFPB,Truth in Lending (Regulation Z),Final rule; official interpretation.,FINAL,Issuance,No,12/16/13,https://www.federalregister.gov/documents/2013/12/16/2013-29844/truth-in-lending-regulation-z,CFPB-2013-0035-0002,,CFPB-2013-0035,https://www.regulations.gov/docket?D=CFPB-2013-0035,Dockets
739,284,3,2013-28195,78,70194,3,CFPB,Truth in Lending (Regulation Z),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/25/13,https://www.federalregister.gov/documents/2013/11/25/2013-28195/truth-in-lending-regulation-z,CFPB-2013-0035-0003,,CFPB-2013-0035,https://www.regulations.gov/docket?D=CFPB-2013-0035,Dockets
740,284,5,2016-18062,81,51404,9,CFPB,Truth in Lending (Regulation Z),Proposed rule; official interpretations.,NPR,Issuance,No,8/4/16,https://www.federalregister.gov/documents/2016/08/04/2016-18062/truth-in-lending-regulation-z,CFPB-2016-0037-0001,,CFPB-2016-0037,https://www.regulations.gov/docket?D=CFPB-2016-0037,Dockets
741,284,5,2016-28718,81,86260,9,CFPB,Truth in Lending (Regulation Z),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/30/16,https://www.federalregister.gov/documents/2016/11/30/2016-28718/truth-in-lending-regulation-z,CFPB-2016-0037-0009,,CFPB-2016-0037,https://www.regulations.gov/docket?D=CFPB-2016-0037,Dockets
742,284,5,2017-18003,82,41158,3,CFPB,"Truth in Lending (Regulation Z) Annual Threshold Adjustments (Credit Cards, HOEPA, and ATR/QM)",Final rule; official interpretation.,FINAL,Issuance,No,8/30/17,https://www.federalregister.gov/documents/2017/08/30/2017-18003/truth-in-lending-regulation-z-annual-threshold-adjustments-credit-cards-hoepa-and-atrqm,CFPB-2016-0037-0008,,CFPB-2016-0037,https://www.regulations.gov/docket?D=CFPB-2016-0037,Dockets
743,284,7,2017-24445,82,51977,3,CFPB,Truth in Lending (Regulation Z),"Final rules, official interpretations and commentary.",FINAL,Issuance,No,11/9/17,https://www.federalregister.gov/documents/2017/11/09/2017-24445/truth-in-lending-regulation-z,CFPB-2017-0027-0001,,CFPB-2017-0027,https://www.regulations.gov/docket?D=CFPB-2017-0027,Dockets
744,285,0,2011-31723,76,78500,21,CFPB,Consumer Leasing (Regulation M),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,12/19/11,https://www.federalregister.gov/documents/2011/12/19/2011-31723/consumer-leasing-regulation-m,CFPB-2011-0026-0001,3170-AA06,CFPB-2011-0026,https://www.regulations.gov/docket?D=CFPB-2011-0026,Dockets
745,285,0,2011-33354,76,81789,2,CFPB,Consumer Leasing (Regulation M); Correction,Interim final rule; correction.,INTERIM-FINAL,Correction,No,12/29/11,https://www.federalregister.gov/documents/2011/12/29/2011-33354/consumer-leasing-regulation-m-correction,CFPB-2011-0026-0002,3170-AA06,CFPB-2011-0026,https://www.regulations.gov/docket?D=CFPB-2011-0026,Dockets
746,286,0,2011-5417,76,13896,7,FRS,Equal Credit Opportunity,Notice of proposed rulemaking.,NPR,Issuance,No,3/15/11,https://www.federalregister.gov/documents/2011/03/15/2011-5417/equal-credit-opportunity,,7100-AD67,R1408_V1,https://web.archive.org/web/20110311221724/http://www.federalreserve.gov/generalinfo/foia/index.cfm?doc_id=R-1408&doc_ver=1,Dockets
747,286,0,2011-17585,76,41590,13,FRS,Equal Credit Opportunity,Final rule.,FINAL,Issuance,No,7/15/11,https://www.federalregister.gov/documents/2011/07/15/2011-17585/equal-credit-opportunity,,7100-AD67,R1408_V1,https://web.archive.org/web/20110311221724/http://www.federalreserve.gov/generalinfo/foia/index.cfm?doc_id=R-1408&doc_ver=1,Dockets
748,287,0,2011-5413,76,13902,20,FRS,Fair Credit Reporting Risk-Based Pricing Regulations,Notice of proposed rulemaking.,NPR,Issuance,No,3/15/11,https://www.federalregister.gov/documents/2011/03/15/2011-5413/fair-credit-reporting-risk-based-pricing-regulations,,7100-AD66,R-1407_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1407&doc_ver=1,Dockets
749,287,0,2011-17649,76,41602,25,FRS,Fair Credit Reporting Risk-Based Pricing Regulations,Final rules.,FINAL,Issuance,No,7/15/11,https://www.federalregister.gov/documents/2011/07/15/2011-17649/fair-credit-reporting-risk-based-pricing-regulations,,7100-AD66,R-1407_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1407&doc_ver=1,Dockets
750,287,1,2011-17649,76,41602,25,FTC,Fair Credit Reporting Risk-Based Pricing Regulations,Final rules.,FINAL,Issuance,No,7/15/11,https://www.federalregister.gov/documents/2011/07/15/2011-17649/fair-credit-reporting-risk-based-pricing-regulations,FTC-2011-0065-0001,,FTC-2011-0065,https://www.regulations.gov/docket?D=FTC-2011-0065,Dockets
751,288,0,2013-31025,79,615,6,FRS,Extensions of Credit by Federal Reserve Banks,Notice of proposed rulemaking; request for public comment.,NPR,Issuance,No,1/6/14,https://www.federalregister.gov/documents/2014/01/06/2013-31025/extensions-of-credit-by-federal-reserve-banks,,7100-AE08,R-1476_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1476&doc_ver=1,Dockets
752,288,0,2015-30584,80,78959,9,FRS,Extensions of Credit by Federal Reserve Banks,Final rule.,FINAL,Issuance,No,12/18/15,https://www.federalregister.gov/documents/2015/12/18/2015-30584/extensions-of-credit-by-federal-reserve-banks,,7100-AE08,R-1476_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1476&doc_ver=1,Dockets
753,289,0,2012-20808,77,55271,100,CFPB,Truth in Lending Act (Regulation Z); Loan Originator Compensation,Proposed rule with request for public comment.,NPR,Issuance,No,9/7/12,https://www.federalregister.gov/documents/2012/09/07/2012-20808/truth-in-lending-act-regulation-z-loan-originator-compensation,CFPB-2012-0037-0001,3170-AA13,CFPB-2012-0037,https://www.regulations.gov/docket?D=CFPB-2012-0037,Dockets
754,289,0,2012-20808,77,55271,100,CFPB,Truth in Lending Act (Regulation Z); Loan Originator Compensation,Proposed rule with request for public comment.,NPR,Issuance,No,9/7/12,https://www.federalregister.gov/documents/2012/09/07/2012-20808/truth-in-lending-act-regulation-z-loan-originator-compensation,CFPB-2012-0037-0049,3170-AA13,CFPB-2012-0037,https://www.regulations.gov/docket?D=CFPB-2012-0037,Dockets
755,289,0,2013-01503,78,11279,149,CFPB,Loan Originator Compensation Requirements Under the Truth in Lending Act (Regulation Z),Final rule; official interpretations.,FINAL,Issuance,No,2/15/13,https://www.federalregister.gov/documents/2013/02/15/2013-01503/loan-originator-compensation-requirements-under-the-truth-in-lending-act-regulation-z,CFPB-2012-0037-0718,3170-AA13,CFPB-2012-0037,https://www.regulations.gov/docket?D=CFPB-2012-0037,Dockets
